PurchaseOrderLineID,PurchaseOrderID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,LastEditedBy,LastEditedWhen
4546,1157,77,1861,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1861,6,84,41975,TRUE,14,41975.29167
4547,1157,78,1884,"""The Gu"" red shirt XML tag t-shirt (White) XS",1884,6,84,41975,TRUE,14,41975.29167
4548,1157,80,857,"""The Gu"" red shirt XML tag t-shirt (White) M",857,6,84,41975,TRUE,14,41975.29167
4549,1157,86,1821,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1821,6,96,41975,TRUE,14,41975.29167
4550,1157,95,981,"""The Gu"" red shirt XML tag t-shirt (Black) XL",981,6,90,41975,TRUE,14,41975.29167
4551,1157,98,1891,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1891,6,96,41975,TRUE,14,41975.29167
4552,1158,184,435,Shipping carton (Brown) 305x305x305mm,435,7,47.5,41975,TRUE,14,41975.29167
4553,1158,193,1241,Black and orange glass with care despatch tape 48mmx75m,1241,7,38.4,41975,TRUE,14,41975.29167
4554,1158,204,1487,Tape dispenser (Red),1487,7,170,41975,TRUE,14,41975.29167
4555,1159,77,1868,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1868,6,84,41976,TRUE,8,41976.29167
4556,1159,78,1890,"""The Gu"" red shirt XML tag t-shirt (White) XS",1890,6,84,41976,TRUE,8,41976.29167
4557,1159,80,853,"""The Gu"" red shirt XML tag t-shirt (White) M",853,6,84,41976,TRUE,8,41976.29167
4558,1159,86,1819,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1819,6,96,41976,TRUE,8,41976.29167
4559,1159,95,992,"""The Gu"" red shirt XML tag t-shirt (Black) XL",992,6,90,41976,TRUE,8,41976.29167
4560,1159,98,1901,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1901,6,96,41976,TRUE,8,41976.29167
4561,1160,184,440,Shipping carton (Brown) 305x305x305mm,440,7,47.5,41976,TRUE,8,41976.29167
4562,1160,193,1248,Black and orange glass with care despatch tape 48mmx75m,1248,7,38.4,41976,TRUE,8,41976.29167
4563,1160,204,1489,Tape dispenser (Red),1489,7,170,41976,TRUE,8,41976.29167
4564,1161,77,1873,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1873,6,84,41977,TRUE,14,41977.29167
4565,1161,78,1888,"""The Gu"" red shirt XML tag t-shirt (White) XS",1888,6,84,41977,TRUE,14,41977.29167
4566,1161,80,860,"""The Gu"" red shirt XML tag t-shirt (White) M",860,6,84,41977,TRUE,14,41977.29167
4567,1161,86,1823,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1823,6,96,41977,TRUE,14,41977.29167
4568,1161,95,988,"""The Gu"" red shirt XML tag t-shirt (Black) XL",988,6,90,41977,TRUE,14,41977.29167
4569,1161,98,1905,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1905,6,96,41977,TRUE,14,41977.29167
4570,1162,184,437,Shipping carton (Brown) 305x305x305mm,437,7,47.5,41977,TRUE,14,41977.29167
4571,1162,193,1253,Black and orange glass with care despatch tape 48mmx75m,1253,7,38.4,41977,TRUE,14,41977.29167
4572,1162,204,1509,Tape dispenser (Red),1509,7,170,41977,TRUE,14,41977.29167
4573,1163,77,1871,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1871,6,84,41978,TRUE,7,41978.29167
4574,1163,78,1886,"""The Gu"" red shirt XML tag t-shirt (White) XS",1886,6,84,41978,TRUE,7,41978.29167
4575,1163,80,865,"""The Gu"" red shirt XML tag t-shirt (White) M",865,6,84,41978,TRUE,7,41978.29167
4576,1163,86,1821,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1821,6,96,41978,TRUE,7,41978.29167
4577,1163,95,984,"""The Gu"" red shirt XML tag t-shirt (Black) XL",984,6,90,41978,TRUE,7,41978.29167
4578,1163,98,1911,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1911,6,96,41978,TRUE,7,41978.29167
4579,1164,184,437,Shipping carton (Brown) 305x305x305mm,437,7,47.5,41978,TRUE,7,41978.29167
4580,1164,193,1251,Black and orange glass with care despatch tape 48mmx75m,1251,7,38.4,41978,TRUE,7,41978.29167
4581,1164,204,1507,Tape dispenser (Red),1507,7,170,41978,TRUE,7,41978.29167
4582,1165,77,1869,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1869,6,84,41981,TRUE,12,41981.29167
4583,1165,78,1890,"""The Gu"" red shirt XML tag t-shirt (White) XS",1890,6,84,41981,TRUE,12,41981.29167
4584,1165,80,869,"""The Gu"" red shirt XML tag t-shirt (White) M",869,6,84,41981,TRUE,12,41981.29167
4585,1165,86,1820,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1820,6,96,41981,TRUE,12,41981.29167
4586,1165,95,981,"""The Gu"" red shirt XML tag t-shirt (Black) XL",981,6,90,41981,TRUE,12,41981.29167
4587,1165,98,1917,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1917,6,96,41981,TRUE,12,41981.29167
4588,1166,184,434,Shipping carton (Brown) 305x305x305mm,434,7,47.5,41981,TRUE,12,41981.29167
4589,1166,193,1251,Black and orange glass with care despatch tape 48mmx75m,1251,7,38.4,41981,TRUE,12,41981.29167
4590,1166,204,1512,Tape dispenser (Red),1512,7,170,41981,TRUE,12,41981.29167
4591,1167,80,4,"""The Gu"" red shirt XML tag t-shirt (White) M",4,6,84,41981,TRUE,12,41981.29167
4592,1167,95,10,"""The Gu"" red shirt XML tag t-shirt (Black) XL",10,6,90,41981,TRUE,12,41981.29167
4593,1167,98,10,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",10,6,96,41981,TRUE,12,41981.29167
4594,1168,77,1876,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1876,6,84,41982,TRUE,2,41982.29167
4595,1168,78,1887,"""The Gu"" red shirt XML tag t-shirt (White) XS",1887,6,84,41982,TRUE,2,41982.29167
4596,1168,80,874,"""The Gu"" red shirt XML tag t-shirt (White) M",874,6,84,41982,TRUE,2,41982.29167
4597,1168,86,1824,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1824,6,96,41982,TRUE,2,41982.29167
4598,1168,95,989,"""The Gu"" red shirt XML tag t-shirt (Black) XL",989,6,90,41982,TRUE,2,41982.29167
4599,1168,98,1947,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1947,6,96,41982,TRUE,2,41982.29167
4600,1169,184,434,Shipping carton (Brown) 305x305x305mm,434,7,47.5,41982,TRUE,2,41982.29167
4601,1169,193,1249,Black and orange glass with care despatch tape 48mmx75m,1249,7,38.4,41982,TRUE,2,41982.29167
4602,1169,204,1530,Tape dispenser (Red),1530,7,170,41982,TRUE,2,41982.29167
4603,1170,77,1889,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1889,6,84,41983,TRUE,18,41983.29167
4604,1170,78,1886,"""The Gu"" red shirt XML tag t-shirt (White) XS",1886,6,84,41983,TRUE,18,41983.29167
4605,1170,80,879,"""The Gu"" red shirt XML tag t-shirt (White) M",879,6,84,41983,TRUE,18,41983.29167
4606,1170,86,1841,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1841,6,96,41983,TRUE,18,41983.29167
4607,1170,95,994,"""The Gu"" red shirt XML tag t-shirt (Black) XL",994,6,90,41983,TRUE,18,41983.29167
4608,1170,98,1945,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1945,6,96,41983,TRUE,18,41983.29167
4609,1171,184,431,Shipping carton (Brown) 305x305x305mm,431,7,47.5,41983,TRUE,18,41983.29167
4610,1171,193,1256,Black and orange glass with care despatch tape 48mmx75m,1256,7,38.4,41983,TRUE,18,41983.29167
4611,1171,204,1542,Tape dispenser (Red),1542,7,170,41983,TRUE,18,41983.29167
4612,1172,77,1887,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1887,6,84,41984,TRUE,3,41984.29167
4613,1172,78,1892,"""The Gu"" red shirt XML tag t-shirt (White) XS",1892,6,84,41984,TRUE,3,41984.29167
4614,1172,80,875,"""The Gu"" red shirt XML tag t-shirt (White) M",875,6,84,41984,TRUE,3,41984.29167
4615,1172,86,1851,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1851,6,96,41984,TRUE,3,41984.29167
4616,1172,95,993,"""The Gu"" red shirt XML tag t-shirt (Black) XL",993,6,90,41984,TRUE,3,41984.29167
4617,1172,98,1952,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1952,6,96,41984,TRUE,3,41984.29167
4618,1173,184,433,Shipping carton (Brown) 305x305x305mm,433,7,47.5,41984,TRUE,3,41984.29167
4619,1173,193,1260,Black and orange glass with care despatch tape 48mmx75m,1260,7,38.4,41984,TRUE,3,41984.29167
4620,1173,204,1543,Tape dispenser (Red),1543,7,170,41984,TRUE,3,41984.29167
4621,1174,77,1888,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1888,6,84,41985,TRUE,16,41985.29167
4622,1174,78,1890,"""The Gu"" red shirt XML tag t-shirt (White) XS",1890,6,84,41985,TRUE,16,41985.29167
4623,1174,80,875,"""The Gu"" red shirt XML tag t-shirt (White) M",875,6,84,41985,TRUE,16,41985.29167
4624,1174,86,1849,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1849,6,96,41985,TRUE,16,41985.29167
4625,1174,95,989,"""The Gu"" red shirt XML tag t-shirt (Black) XL",989,6,90,41985,TRUE,16,41985.29167
4626,1174,98,1950,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1950,6,96,41985,TRUE,16,41985.29167
4627,1175,184,430,Shipping carton (Brown) 305x305x305mm,430,7,47.5,41985,TRUE,16,41985.29167
4628,1175,193,1258,Black and orange glass with care despatch tape 48mmx75m,1258,7,38.4,41985,TRUE,16,41985.29167
4629,1175,204,1558,Tape dispenser (Red),1558,7,170,41985,TRUE,16,41985.29167
4630,1176,77,1889,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1889,6,84,41988,TRUE,4,41988.29167
4631,1176,78,1896,"""The Gu"" red shirt XML tag t-shirt (White) XS",1896,6,84,41988,TRUE,4,41988.29167
4632,1176,80,871,"""The Gu"" red shirt XML tag t-shirt (White) M",871,6,84,41988,TRUE,4,41988.29167
4633,1176,86,1854,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1854,6,96,41988,TRUE,4,41988.29167
4634,1176,95,988,"""The Gu"" red shirt XML tag t-shirt (Black) XL",988,6,90,41988,TRUE,4,41988.29167
4635,1176,98,1948,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1948,6,96,41988,TRUE,4,41988.29167
4636,1177,184,430,Shipping carton (Brown) 305x305x305mm,430,7,47.5,41988,TRUE,4,41988.29167
4637,1177,193,1256,Black and orange glass with care despatch tape 48mmx75m,1256,7,38.4,41988,TRUE,4,41988.29167
4638,1177,204,1563,Tape dispenser (Red),1563,7,170,41988,TRUE,4,41988.29167
4639,1178,77,7,"""The Gu"" red shirt XML tag t-shirt (White) XXS",7,6,84,41988,TRUE,4,41988.29167
4640,1178,78,4,"""The Gu"" red shirt XML tag t-shirt (White) XS",4,6,84,41988,TRUE,4,41988.29167
4641,1178,95,6,"""The Gu"" red shirt XML tag t-shirt (Black) XL",6,6,90,41988,TRUE,4,41988.29167
4642,1179,204,8,Tape dispenser (Red),8,7,170,41988,TRUE,4,41988.29167
4643,1180,77,1894,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1894,6,84,41989,TRUE,2,41989.29167
4644,1180,78,1902,"""The Gu"" red shirt XML tag t-shirt (White) XS",1902,6,84,41989,TRUE,2,41989.29167
4645,1180,80,881,"""The Gu"" red shirt XML tag t-shirt (White) M",881,6,84,41989,TRUE,2,41989.29167
4646,1180,86,1860,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1860,6,96,41989,TRUE,2,41989.29167
4647,1180,95,1007,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1007,6,90,41989,TRUE,2,41989.29167
4648,1180,98,1944,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1944,6,96,41989,TRUE,2,41989.29167
4649,1181,184,434,Shipping carton (Brown) 305x305x305mm,434,7,47.5,41989,TRUE,2,41989.29167
4650,1181,193,1260,Black and orange glass with care despatch tape 48mmx75m,1260,7,38.4,41989,TRUE,2,41989.29167
4651,1181,204,1585,Tape dispenser (Red),1585,7,170,41989,TRUE,2,41989.29167
4652,1182,77,1893,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1893,6,84,41990,TRUE,4,41990.29167
4653,1182,78,1900,"""The Gu"" red shirt XML tag t-shirt (White) XS",1900,6,84,41990,TRUE,4,41990.29167
4654,1182,80,877,"""The Gu"" red shirt XML tag t-shirt (White) M",877,6,84,41990,TRUE,4,41990.29167
4655,1182,86,1868,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1868,6,96,41990,TRUE,4,41990.29167
4656,1182,95,1003,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1003,6,90,41990,TRUE,4,41990.29167
4657,1182,98,1947,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1947,6,96,41990,TRUE,4,41990.29167
4658,1183,184,431,Shipping carton (Brown) 305x305x305mm,431,7,47.5,41990,TRUE,4,41990.29167
4659,1183,193,1274,Black and orange glass with care despatch tape 48mmx75m,1274,7,38.4,41990,TRUE,4,41990.29167
4660,1183,204,1583,Tape dispenser (Red),1583,7,170,41990,TRUE,4,41990.29167
4661,1184,77,1891,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1891,6,84,41991,TRUE,12,41991.29167
4662,1184,78,1920,"""The Gu"" red shirt XML tag t-shirt (White) XS",1920,6,84,41991,TRUE,12,41991.29167
4663,1184,80,881,"""The Gu"" red shirt XML tag t-shirt (White) M",881,6,84,41991,TRUE,12,41991.29167
4664,1184,86,1883,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1883,6,96,41991,TRUE,12,41991.29167
4665,1184,95,1002,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1002,6,90,41991,TRUE,12,41991.29167
4666,1184,98,1946,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1946,6,96,41991,TRUE,12,41991.29167
4667,1185,184,428,Shipping carton (Brown) 305x305x305mm,428,7,47.5,41991,TRUE,12,41991.29167
4668,1185,193,1286,Black and orange glass with care despatch tape 48mmx75m,1286,7,38.4,41991,TRUE,12,41991.29167
4669,1185,204,1595,Tape dispenser (Red),1595,7,170,41991,TRUE,12,41991.29167
4670,1186,77,1899,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1899,6,84,41992,TRUE,2,41992.29167
4671,1186,78,1927,"""The Gu"" red shirt XML tag t-shirt (White) XS",1927,6,84,41992,TRUE,2,41992.29167
4672,1186,80,891,"""The Gu"" red shirt XML tag t-shirt (White) M",891,6,84,41992,TRUE,2,41992.29167
4673,1186,86,1899,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1899,6,96,41992,TRUE,2,41992.29167
4674,1186,95,1008,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1008,6,90,41992,TRUE,2,41992.29167
4675,1186,98,1949,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1949,6,96,41992,TRUE,2,41992.29167
4676,1187,184,442,Shipping carton (Brown) 305x305x305mm,442,7,47.5,41992,TRUE,2,41992.29167
4677,1187,193,1287,Black and orange glass with care despatch tape 48mmx75m,1287,7,38.4,41992,TRUE,2,41992.29167
4678,1187,204,1614,Tape dispenser (Red),1614,7,170,41992,TRUE,2,41992.29167
4679,1188,77,1902,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1902,6,84,41995,TRUE,20,41995.29167
4680,1188,78,1939,"""The Gu"" red shirt XML tag t-shirt (White) XS",1939,6,84,41995,TRUE,20,41995.29167
4681,1188,80,900,"""The Gu"" red shirt XML tag t-shirt (White) M",900,6,84,41995,TRUE,20,41995.29167
4682,1188,86,1910,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1910,6,96,41995,TRUE,20,41995.29167
4683,1188,95,1006,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1006,6,90,41995,TRUE,20,41995.29167
4684,1188,98,1950,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1950,6,96,41995,TRUE,20,41995.29167
4685,1189,184,451,Shipping carton (Brown) 305x305x305mm,451,7,47.5,41995,TRUE,20,41995.29167
4686,1189,193,1301,Black and orange glass with care despatch tape 48mmx75m,1301,7,38.4,41995,TRUE,20,41995.29167
4687,1189,204,1614,Tape dispenser (Red),1614,7,170,41995,TRUE,20,41995.29167
4688,1190,77,5,"""The Gu"" red shirt XML tag t-shirt (White) XXS",5,6,84,41995,TRUE,20,41995.29167
4689,1190,78,1,"""The Gu"" red shirt XML tag t-shirt (White) XS",1,6,84,41995,TRUE,20,41995.29167
4690,1190,86,11,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",11,6,96,41995,TRUE,20,41995.29167
4691,1191,184,6,Shipping carton (Brown) 305x305x305mm,6,7,47.5,41995,TRUE,20,41995.29167
4692,1191,193,5,Black and orange glass with care despatch tape 48mmx75m,5,7,38.4,41995,TRUE,20,41995.29167
4693,1191,204,4,Tape dispenser (Red),4,7,170,41995,TRUE,20,41995.29167
4694,1192,77,1911,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1911,6,84,41996,TRUE,5,41996.29167
4695,1192,78,1940,"""The Gu"" red shirt XML tag t-shirt (White) XS",1940,6,84,41996,TRUE,5,41996.29167
4696,1192,80,892,"""The Gu"" red shirt XML tag t-shirt (White) M",892,6,84,41996,TRUE,5,41996.29167
4697,1192,86,1919,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1919,6,96,41996,TRUE,5,41996.29167
4698,1192,95,1004,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1004,6,90,41996,TRUE,5,41996.29167
4699,1192,98,1955,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1955,6,96,41996,TRUE,5,41996.29167
4700,1193,184,471,Shipping carton (Brown) 305x305x305mm,471,7,47.5,41996,TRUE,5,41996.29167
4701,1193,193,1319,Black and orange glass with care despatch tape 48mmx75m,1319,7,38.4,41996,TRUE,5,41996.29167
4702,1193,204,1616,Tape dispenser (Red),1616,7,170,41996,TRUE,5,41996.29167
4703,1194,77,1910,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1910,6,84,41997,TRUE,10,41997.29167
4704,1194,78,1944,"""The Gu"" red shirt XML tag t-shirt (White) XS",1944,6,84,41997,TRUE,10,41997.29167
4705,1194,80,888,"""The Gu"" red shirt XML tag t-shirt (White) M",888,6,84,41997,TRUE,10,41997.29167
4706,1194,86,1923,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1923,6,96,41997,TRUE,10,41997.29167
4707,1194,95,1000,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1000,6,90,41997,TRUE,10,41997.29167
4708,1194,98,1963,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1963,6,96,41997,TRUE,10,41997.29167
4709,1195,184,483,Shipping carton (Brown) 305x305x305mm,483,7,47.5,41997,TRUE,10,41997.29167
4710,1195,193,1323,Black and orange glass with care despatch tape 48mmx75m,1323,7,38.4,41997,TRUE,10,41997.29167
4711,1195,204,1619,Tape dispenser (Red),1619,7,170,41997,TRUE,10,41997.29167
4712,1196,77,1912,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1912,6,84,41998,TRUE,16,41998.29167
4713,1196,78,1950,"""The Gu"" red shirt XML tag t-shirt (White) XS",1950,6,84,41998,TRUE,16,41998.29167
4714,1196,80,888,"""The Gu"" red shirt XML tag t-shirt (White) M",888,6,84,41998,TRUE,16,41998.29167
4715,1196,86,1927,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1927,6,96,41998,TRUE,16,41998.29167
4716,1196,95,1011,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1011,6,90,41998,TRUE,16,41998.29167
4717,1196,98,1968,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1968,6,96,41998,TRUE,16,41998.29167
4718,1197,184,490,Shipping carton (Brown) 305x305x305mm,490,7,47.5,41998,TRUE,16,41998.29167
4719,1197,193,1321,Black and orange glass with care despatch tape 48mmx75m,1321,7,38.4,41998,TRUE,16,41998.29167
4720,1197,204,1617,Tape dispenser (Red),1617,7,170,41998,TRUE,16,41998.29167
4721,1198,77,1910,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1910,6,84,41999,TRUE,7,41999.29167
4722,1198,78,1957,"""The Gu"" red shirt XML tag t-shirt (White) XS",1957,6,84,41999,TRUE,7,41999.29167
4723,1198,80,891,"""The Gu"" red shirt XML tag t-shirt (White) M",891,6,84,41999,TRUE,7,41999.29167
4724,1198,86,1929,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1929,6,96,41999,TRUE,7,41999.29167
4725,1198,95,1018,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1018,6,90,41999,TRUE,7,41999.29167
4726,1198,98,1966,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1966,6,96,41999,TRUE,7,41999.29167
4727,1199,184,501,Shipping carton (Brown) 305x305x305mm,501,7,47.5,41999,TRUE,7,41999.29167
4728,1199,193,1343,Black and orange glass with care despatch tape 48mmx75m,1343,7,38.4,41999,TRUE,7,41999.29167
4729,1199,204,1615,Tape dispenser (Red),1615,7,170,41999,TRUE,7,41999.29167
4730,1200,77,1908,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1908,6,84,42002,TRUE,9,42002.29167
4731,1200,78,1955,"""The Gu"" red shirt XML tag t-shirt (White) XS",1955,6,84,42002,TRUE,9,42002.29167
4732,1200,80,892,"""The Gu"" red shirt XML tag t-shirt (White) M",892,6,84,42002,TRUE,9,42002.29167
4733,1200,86,1941,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1941,6,96,42002,TRUE,9,42002.29167
4734,1200,95,1014,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1014,6,90,42002,TRUE,9,42002.29167
4735,1200,98,1964,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1964,6,96,42002,TRUE,9,42002.29167
4736,1201,184,507,Shipping carton (Brown) 305x305x305mm,507,7,47.5,42002,TRUE,9,42002.29167
4737,1201,193,1343,Black and orange glass with care despatch tape 48mmx75m,1343,7,38.4,42002,TRUE,9,42002.29167
4738,1201,204,1613,Tape dispenser (Red),1613,7,170,42002,TRUE,9,42002.29167
4739,1202,86,3,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3,6,96,42002,TRUE,9,42002.29167
4740,1202,98,4,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",4,6,96,42002,TRUE,9,42002.29167
4741,1203,193,5,Black and orange glass with care despatch tape 48mmx75m,5,7,38.4,42002,TRUE,9,42002.29167
4742,1204,77,1916,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1916,6,84,42003,TRUE,14,42003.29167
4743,1204,78,1961,"""The Gu"" red shirt XML tag t-shirt (White) XS",1961,6,84,42003,TRUE,14,42003.29167
4744,1204,80,884,"""The Gu"" red shirt XML tag t-shirt (White) M",884,6,84,42003,TRUE,14,42003.29167
4745,1204,86,1942,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1942,6,96,42003,TRUE,14,42003.29167
4746,1204,95,1006,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1006,6,90,42003,TRUE,14,42003.29167
4747,1204,98,1975,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1975,6,96,42003,TRUE,14,42003.29167
4748,1205,184,500,Shipping carton (Brown) 305x305x305mm,500,7,47.5,42003,TRUE,14,42003.29167
4749,1205,193,1346,Black and orange glass with care despatch tape 48mmx75m,1346,7,38.4,42003,TRUE,14,42003.29167
4750,1205,204,1615,Tape dispenser (Red),1615,7,170,42003,TRUE,14,42003.29167
4751,1206,77,1928,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1928,6,84,42004,TRUE,3,42004.29167
4752,1206,78,1979,"""The Gu"" red shirt XML tag t-shirt (White) XS",1979,6,84,42004,TRUE,3,42004.29167
4753,1206,80,881,"""The Gu"" red shirt XML tag t-shirt (White) M",881,6,84,42004,TRUE,3,42004.29167
4754,1206,86,1940,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1940,6,96,42004,TRUE,3,42004.29167
4755,1206,95,1004,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1004,6,90,42004,TRUE,3,42004.29167
4756,1206,98,1986,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1986,6,96,42004,TRUE,3,42004.29167
4757,1207,184,497,Shipping carton (Brown) 305x305x305mm,497,7,47.5,42004,TRUE,3,42004.29167
4758,1207,193,1344,Black and orange glass with care despatch tape 48mmx75m,1344,7,38.4,42004,TRUE,3,42004.29167
4759,1207,204,1623,Tape dispenser (Red),1623,7,170,42004,TRUE,3,42004.29167
4760,1208,77,1936,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1936,6,84,42005,TRUE,16,42005.29167
4761,1208,78,1977,"""The Gu"" red shirt XML tag t-shirt (White) XS",1977,6,84,42005,TRUE,16,42005.29167
4762,1208,80,887,"""The Gu"" red shirt XML tag t-shirt (White) M",887,6,84,42005,TRUE,16,42005.29167
4763,1208,86,1955,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1955,6,96,42005,TRUE,16,42005.29167
4764,1208,95,1000,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1000,6,90,42005,TRUE,16,42005.29167
4765,1208,98,1984,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1984,6,96,42005,TRUE,16,42005.29167
4766,1209,184,496,Shipping carton (Brown) 305x305x305mm,496,7,47.5,42005,TRUE,16,42005.29167
4767,1209,193,1342,Black and orange glass with care despatch tape 48mmx75m,1342,7,38.4,42005,TRUE,16,42005.29167
4768,1209,204,1621,Tape dispenser (Red),1621,7,170,42005,TRUE,16,42005.29167
4769,1210,77,1934,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1934,6,84,42006,TRUE,14,42006.29167
4770,1210,78,1983,"""The Gu"" red shirt XML tag t-shirt (White) XS",1983,6,84,42006,TRUE,14,42006.29167
4771,1210,80,887,"""The Gu"" red shirt XML tag t-shirt (White) M",887,6,84,42006,TRUE,14,42006.29167
4772,1210,86,1980,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1980,6,96,42006,TRUE,14,42006.29167
4773,1210,95,1004,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1004,6,90,42006,TRUE,14,42006.29167
4774,1210,98,1991,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1991,6,96,42006,TRUE,14,42006.29167
4775,1211,184,493,Shipping carton (Brown) 305x305x305mm,493,7,47.5,42006,TRUE,14,42006.29167
4776,1211,193,1348,Black and orange glass with care despatch tape 48mmx75m,1348,7,38.4,42006,TRUE,14,42006.29167
4777,1211,204,1625,Tape dispenser (Red),1625,7,170,42006,TRUE,14,42006.29167
4778,1212,77,1948,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1948,6,84,42009,TRUE,17,42009.29167
4779,1212,78,1981,"""The Gu"" red shirt XML tag t-shirt (White) XS",1981,6,84,42009,TRUE,17,42009.29167
4780,1212,80,890,"""The Gu"" red shirt XML tag t-shirt (White) M",890,6,84,42009,TRUE,17,42009.29167
4781,1212,86,1988,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1988,6,96,42009,TRUE,17,42009.29167
4782,1212,95,1000,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1000,6,90,42009,TRUE,17,42009.29167
